iid,gender,age,race,field,career,goal,date,income,wave
155,0,27.0,2.0,business,Nonprofit,2.0,5.0,"74,624.00",7
156,0,30.0,1.0,Business,Marketing and Media,2.0,6.0,"21,590.00",7
156,0,30.0,1.0,Business,Marketing and Media,2.0,6.0,"21,590.00",7
156,0,30.0,1.0,Business,Marketing and Media,2.0,6.0,"21,590.00",7
156,0,30.0,1.0,Business,Marketing and Media,2.0,6.0,"21,590.00",7
156,0,30.0,1.0,Business,Marketing and Media,2.0,6.0,"21,590.00",7
156,0,30.0,1.0,Business,Marketing and Media,2.0,6.0,"21,590.00",7
156,0,30.0,1.0,Business,Marketing and Media,2.0,6.0,"21,590.00",7
156,0,30.0,1.0,Business,Marketing and Media,2.0,6.0,"21,590.00",7
156,0,30.0,1.0,Business,Marketing and Media,2.0,6.0,"21,590.00",7
156,0,30.0,1.0,Business,Marketing and Media,2.0,6.0,"21,590.00",7
156,0,30.0,1.0,Business,Marketing and Media,2.0,6.0,"21,590.00",7
156,0,30.0,1.0,Business,Marketing and Media,2.0,6.0,"21,590.00",7
156,0,30.0,1.0,Business,Marketing and Media,2.0,6.0,"21,590.00",7
156,0,30.0,1.0,Business,Marketing and Media,2.0,6.0,"21,590.00",7
156,0,30.0,1.0,Business,Marketing and Media,2.0,6.0,"21,590.00",7
156,0,30.0,1.0,Business,Marketing and Media,2.0,6.0,"21,590.00",7
157,0,28.0,4.0,"Business, marketing",Brand Management,1.0,6.0,"38,832.00",7
157,0,28.0,4.0,"Business, marketing",Brand Management,1.0,6.0,"38,832.00",7
157,0,28.0,4.0,"Business, marketing",Brand Management,1.0,6.0,"38,832.00",7
157,0,28.0,4.0,"Business, marketing",Brand Management,1.0,6.0,"38,832.00",7
157,0,28.0,4.0,"Business, marketing",Brand Management,1.0,6.0,"38,832.00",7
157,0,28.0,4.0,"Business, marketing",Brand Management,1.0,6.0,"38,832.00",7
157,0,28.0,4.0,"Business, marketing",Brand Management,1.0,6.0,"38,832.00",7
157,0,28.0,4.0,"Business, marketing",Brand Management,1.0,6.0,"38,832.00",7
157,0,28.0,4.0,"Business, marketing",Brand Management,1.0,6.0,"38,832.00",7
157,0,28.0,4.0,"Business, marketing",Brand Management,1.0,6.0,"38,832.00",7
157,0,28.0,4.0,"Business, marketing",Brand Management,1.0,6.0,"38,832.00",7
157,0,28.0,4.0,"Business, marketing",Brand Management,1.0,6.0,"38,832.00",7
157,0,28.0,4.0,"Business, marketing",Brand Management,1.0,6.0,"38,832.00",7
157,0,28.0,4.0,"Business, marketing",Brand Management,1.0,6.0,"38,832.00",7
157,0,28.0,4.0,"Business, marketing",Brand Management,1.0,6.0,"38,832.00",7
157,0,28.0,4.0,"Business, marketing",Brand Management,1.0,6.0,"38,832.00",7
158,1,23.0,2.0,physics (astrophysics),"physicist, probably academia",4.0,6.0,"37,248.00",7
158,1,23.0,2.0,physics (astrophysics),"physicist, probably academia",4.0,6.0,"37,248.00",7
158,1,23.0,2.0,physics (astrophysics),"physicist, probably academia",4.0,6.0,"37,248.00",7
158,1,23.0,2.0,physics (astrophysics),"physicist, probably academia",4.0,6.0,"37,248.00",7
158,1,23.0,2.0,physics (astrophysics),"physicist, probably academia",4.0,6.0,"37,248.00",7
158,1,23.0,2.0,physics (astrophysics),"physicist, probably academia",4.0,6.0,"37,248.00",7
158,1,23.0,2.0,physics (astrophysics),"physicist, probably academia",4.0,6.0,"37,248.00",7
158,1,23.0,2.0,physics (astrophysics),"physicist, probably academia",4.0,6.0,"37,248.00",7
158,1,23.0,2.0,physics (astrophysics),"physicist, probably academia",4.0,6.0,"37,248.00",7
158,1,23.0,2.0,physics (astrophysics),"physicist, probably academia",4.0,6.0,"37,248.00",7
158,1,23.0,2.0,physics (astrophysics),"physicist, probably academia",4.0,6.0,"37,248.00",7
158,1,23.0,2.0,physics (astrophysics),"physicist, probably academia",4.0,6.0,"37,248.00",7
158,1,23.0,2.0,physics (astrophysics),"physicist, probably academia",4.0,6.0,"37,248.00",7
158,1,23.0,2.0,physics (astrophysics),"physicist, probably academia",4.0,6.0,"37,248.00",7
158,1,23.0,2.0,physics (astrophysics),"physicist, probably academia",4.0,6.0,"37,248.00",7
158,1,23.0,2.0,physics (astrophysics),"physicist, probably academia",4.0,6.0,"37,248.00",7
159,1,28.0,2.0,Physics,Academic,1.0,6.0,,7
159,1,28.0,2.0,Physics,Academic,1.0,6.0,,7
159,1,28.0,2.0,Physics,Academic,1.0,6.0,,7
159,1,28.0,2.0,Physics,Academic,1.0,6.0,,7
159,1,28.0,2.0,Physics,Academic,1.0,6.0,,7
159,1,28.0,2.0,Physics,Academic,1.0,6.0,,7
159,1,28.0,2.0,Physics,Academic,1.0,6.0,,7
159,1,28.0,2.0,Physics,Academic,1.0,6.0,,7
159,1,28.0,2.0,Physics,Academic,1.0,6.0,,7
159,1,28.0,2.0,Physics,Academic,1.0,6.0,,7
159,1,28.0,2.0,Physics,Academic,1.0,6.0,,7
159,1,28.0,2.0,Physics,Academic,1.0,6.0,,7
159,1,28.0,2.0,Physics,Academic,1.0,6.0,,7
159,1,28.0,2.0,Physics,Academic,1.0,6.0,,7
159,1,28.0,2.0,Physics,Academic,1.0,6.0,,7
159,1,28.0,2.0,Physics,Academic,1.0,6.0,,7
160,1,29.0,1.0,Business/ Finance/ Real Estate,Real Estate/ Private Equity,2.0,5.0,"28,240.00",7
160,1,29.0,1.0,Business/ Finance/ Real Estate,Real Estate/ Private Equity,2.0,5.0,"28,240.00",7
160,1,29.0,1.0,Business/ Finance/ Real Estate,Real Estate/ Private Equity,2.0,5.0,"28,240.00",7
160,1,29.0,1.0,Business/ Finance/ Real Estate,Real Estate/ Private Equity,2.0,5.0,"28,240.00",7
160,1,29.0,1.0,Business/ Finance/ Real Estate,Real Estate/ Private Equity,2.0,5.0,"28,240.00",7
160,1,29.0,1.0,Business/ Finance/ Real Estate,Real Estate/ Private Equity,2.0,5.0,"28,240.00",7
160,1,29.0,1.0,Business/ Finance/ Real Estate,Real Estate/ Private Equity,2.0,5.0,"28,240.00",7
160,1,29.0,1.0,Business/ Finance/ Real Estate,Real Estate/ Private Equity,2.0,5.0,"28,240.00",7
160,1,29.0,1.0,Business/ Finance/ Real Estate,Real Estate/ Private Equity,2.0,5.0,"28,240.00",7
160,1,29.0,1.0,Business/ Finance/ Real Estate,Real Estate/ Private Equity,2.0,5.0,"28,240.00",7
160,1,29.0,1.0,Business/ Finance/ Real Estate,Real Estate/ Private Equity,2.0,5.0,"28,240.00",7
160,1,29.0,1.0,Business/ Finance/ Real Estate,Real Estate/ Private Equity,2.0,5.0,"28,240.00",7
160,1,29.0,1.0,Business/ Finance/ Real Estate,Real Estate/ Private Equity,2.0,5.0,"28,240.00",7
160,1,29.0,1.0,Business/ Finance/ Real Estate,Real Estate/ Private Equity,2.0,5.0,"28,240.00",7
160,1,29.0,1.0,Business/ Finance/ Real Estate,Real Estate/ Private Equity,2.0,5.0,"28,240.00",7
160,1,29.0,1.0,Business/ Finance/ Real Estate,Real Estate/ Private Equity,2.0,5.0,"28,240.00",7
161,1,22.0,2.0,Biochemistry,undecided,2.0,4.0,"53,771.00",7
161,1,22.0,2.0,Biochemistry,undecided,2.0,4.0,"53,771.00",7
161,1,22.0,2.0,Biochemistry,undecided,2.0,4.0,"53,771.00",7
161,1,22.0,2.0,Biochemistry,undecided,2.0,4.0,"53,771.00",7
161,1,22.0,2.0,Biochemistry,undecided,2.0,4.0,"53,771.00",7
161,1,22.0,2.0,Biochemistry,undecided,2.0,4.0,"53,771.00",7
161,1,22.0,2.0,Biochemistry,undecided,2.0,4.0,"53,771.00",7
161,1,22.0,2.0,Biochemistry,undecided,2.0,4.0,"53,771.00",7
161,1,22.0,2.0,Biochemistry,undecided,2.0,4.0,"53,771.00",7
161,1,22.0,2.0,Biochemistry,undecided,2.0,4.0,"53,771.00",7
161,1,22.0,2.0,Biochemistry,undecided,2.0,4.0,"53,771.00",7
161,1,22.0,2.0,Biochemistry,undecided,2.0,4.0,"53,771.00",7
161,1,22.0,2.0,Biochemistry,undecided,2.0,4.0,"53,771.00",7
161,1,22.0,2.0,Biochemistry,undecided,2.0,4.0,"53,771.00",7
161,1,22.0,2.0,Biochemistry,undecided,2.0,4.0,"53,771.00",7
161,1,22.0,2.0,Biochemistry,undecided,2.0,4.0,"53,771.00",7
162,1,27.0,4.0,Biochemistry,pharmaceuticals and biotechnology,2.0,6.0,,7
162,1,27.0,4.0,Biochemistry,pharmaceuticals and biotechnology,2.0,6.0,,7
162,1,27.0,4.0,Biochemistry,pharmaceuticals and biotechnology,2.0,6.0,,7
162,1,27.0,4.0,Biochemistry,pharmaceuticals and biotechnology,2.0,6.0,,7
162,1,27.0,4.0,Biochemistry,pharmaceuticals and biotechnology,2.0,6.0,,7
162,1,27.0,4.0,Biochemistry,pharmaceuticals and biotechnology,2.0,6.0,,7
162,1,27.0,4.0,Biochemistry,pharmaceuticals and biotechnology,2.0,6.0,,7
162,1,27.0,4.0,Biochemistry,pharmaceuticals and biotechnology,2.0,6.0,,7
162,1,27.0,4.0,Biochemistry,pharmaceuticals and biotechnology,2.0,6.0,,7
162,1,27.0,4.0,Biochemistry,pharmaceuticals and biotechnology,2.0,6.0,,7
162,1,27.0,4.0,Biochemistry,pharmaceuticals and biotechnology,2.0,6.0,,7
162,1,27.0,4.0,Biochemistry,pharmaceuticals and biotechnology,2.0,6.0,,7
162,1,27.0,4.0,Biochemistry,pharmaceuticals and biotechnology,2.0,6.0,,7
162,1,27.0,4.0,Biochemistry,pharmaceuticals and biotechnology,2.0,6.0,,7
162,1,27.0,4.0,Biochemistry,pharmaceuticals and biotechnology,2.0,6.0,,7
162,1,27.0,4.0,Biochemistry,pharmaceuticals and biotechnology,2.0,6.0,,7
163,1,26.0,2.0,Art Education,college art teacher,4.0,3.0,"56,096.00",7
163,1,26.0,2.0,Art Education,college art teacher,4.0,3.0,"56,096.00",7
163,1,26.0,2.0,Art Education,college art teacher,4.0,3.0,"56,096.00",7
163,1,26.0,2.0,Art Education,college art teacher,4.0,3.0,"56,096.00",7
163,1,26.0,2.0,Art Education,college art teacher,4.0,3.0,"56,096.00",7
163,1,26.0,2.0,Art Education,college art teacher,4.0,3.0,"56,096.00",7
163,1,26.0,2.0,Art Education,college art teacher,4.0,3.0,"56,096.00",7
163,1,26.0,2.0,Art Education,college art teacher,4.0,3.0,"56,096.00",7
163,1,26.0,2.0,Art Education,college art teacher,4.0,3.0,"56,096.00",7
163,1,26.0,2.0,Art Education,college art teacher,4.0,3.0,"56,096.00",7
163,1,26.0,2.0,Art Education,college art teacher,4.0,3.0,"56,096.00",7
163,1,26.0,2.0,Art Education,college art teacher,4.0,3.0,"56,096.00",7
163,1,26.0,2.0,Art Education,college art teacher,4.0,3.0,"56,096.00",7
163,1,26.0,2.0,Art Education,college art teacher,4.0,3.0,"56,096.00",7
163,1,26.0,2.0,Art Education,college art teacher,4.0,3.0,"56,096.00",7
163,1,26.0,2.0,Art Education,college art teacher,4.0,3.0,"56,096.00",7
164,1,27.0,2.0,Philosophy,academic,1.0,6.0,"31,560.00",7
164,1,27.0,2.0,Philosophy,academic,1.0,6.0,"31,560.00",7
164,1,27.0,2.0,Philosophy,academic,1.0,6.0,"31,560.00",7
164,1,27.0,2.0,Philosophy,academic,1.0,6.0,"31,560.00",7
164,1,27.0,2.0,Philosophy,academic,1.0,6.0,"31,560.00",7
164,1,27.0,2.0,Philosophy,academic,1.0,6.0,"31,560.00",7
164,1,27.0,2.0,Philosophy,academic,1.0,6.0,"31,560.00",7
164,1,27.0,2.0,Philosophy,academic,1.0,6.0,"31,560.00",7
164,1,27.0,2.0,Philosophy,academic,1.0,6.0,"31,560.00",7
164,1,27.0,2.0,Philosophy,academic,1.0,6.0,"31,560.00",7
164,1,27.0,2.0,Philosophy,academic,1.0,6.0,"31,560.00",7
164,1,27.0,2.0,Philosophy,academic,1.0,6.0,"31,560.00",7
164,1,27.0,2.0,Philosophy,academic,1.0,6.0,"31,560.00",7
164,1,27.0,2.0,Philosophy,academic,1.0,6.0,"31,560.00",7
164,1,27.0,2.0,Philosophy,academic,1.0,6.0,"31,560.00",7
164,1,27.0,2.0,Philosophy,academic,1.0,6.0,"31,560.00",7
165,1,30.0,2.0,American Studies (Masters),Writer,3.0,6.0,"52,467.00",7
165,1,30.0,2.0,American Studies (Masters),Writer,3.0,6.0,"52,467.00",7
165,1,30.0,2.0,American Studies (Masters),Writer,3.0,6.0,"52,467.00",7
165,1,30.0,2.0,American Studies (Masters),Writer,3.0,6.0,"52,467.00",7
165,1,30.0,2.0,American Studies (Masters),Writer,3.0,6.0,"52,467.00",7
165,1,30.0,2.0,American Studies (Masters),Writer,3.0,6.0,"52,467.00",7
165,1,30.0,2.0,American Studies (Masters),Writer,3.0,6.0,"52,467.00",7
165,1,30.0,2.0,American Studies (Masters),Writer,3.0,6.0,"52,467.00",7
165,1,30.0,2.0,American Studies (Masters),Writer,3.0,6.0,"52,467.00",7
165,1,30.0,2.0,American Studies (Masters),Writer,3.0,6.0,"52,467.00",7
165,1,30.0,2.0,American Studies (Masters),Writer,3.0,6.0,"52,467.00",7
165,1,30.0,2.0,American Studies (Masters),Writer,3.0,6.0,"52,467.00",7
165,1,30.0,2.0,American Studies (Masters),Writer,3.0,6.0,"52,467.00",7
165,1,30.0,2.0,American Studies (Masters),Writer,3.0,6.0,"52,467.00",7
165,1,30.0,2.0,American Studies (Masters),Writer,3.0,6.0,"52,467.00",7
165,1,30.0,2.0,American Studies (Masters),Writer,3.0,6.0,"52,467.00",7
166,1,26.0,6.0,Business,Finance,5.0,5.0,"80,006.00",7
166,1,26.0,6.0,Business,Finance,5.0,5.0,"80,006.00",7
166,1,26.0,6.0,Business,Finance,5.0,5.0,"80,006.00",7
166,1,26.0,6.0,Business,Finance,5.0,5.0,"80,006.00",7
166,1,26.0,6.0,Business,Finance,5.0,5.0,"80,006.00",7
166,1,26.0,6.0,Business,Finance,5.0,5.0,"80,006.00",7
166,1,26.0,6.0,Business,Finance,5.0,5.0,"80,006.00",7
166,1,26.0,6.0,Business,Finance,5.0,5.0,"80,006.00",7
166,1,26.0,6.0,Business,Finance,5.0,5.0,"80,006.00",7
166,1,26.0,6.0,Business,Finance,5.0,5.0,"80,006.00",7
166,1,26.0,6.0,Business,Finance,5.0,5.0,"80,006.00",7
166,1,26.0,6.0,Business,Finance,5.0,5.0,"80,006.00",7
166,1,26.0,6.0,Business,Finance,5.0,5.0,"80,006.00",7
166,1,26.0,6.0,Business,Finance,5.0,5.0,"80,006.00",7
166,1,26.0,6.0,Business,Finance,5.0,5.0,"80,006.00",7
166,1,26.0,6.0,Business,Finance,5.0,5.0,"80,006.00",7
167,1,23.0,2.0,biology,professor,2.0,6.0,"47,572.00",7
167,1,23.0,2.0,biology,professor,2.0,6.0,"47,572.00",7
167,1,23.0,2.0,biology,professor,2.0,6.0,"47,572.00",7
167,1,23.0,2.0,biology,professor,2.0,6.0,"47,572.00",7
167,1,23.0,2.0,biology,professor,2.0,6.0,"47,572.00",7
167,1,23.0,2.0,biology,professor,2.0,6.0,"47,572.00",7
167,1,23.0,2.0,biology,professor,2.0,6.0,"47,572.00",7
167,1,23.0,2.0,biology,professor,2.0,6.0,"47,572.00",7
167,1,23.0,2.0,biology,professor,2.0,6.0,"47,572.00",7
167,1,23.0,2.0,biology,professor,2.0,6.0,"47,572.00",7
167,1,23.0,2.0,biology,professor,2.0,6.0,"47,572.00",7
167,1,23.0,2.0,biology,professor,2.0,6.0,"47,572.00",7
167,1,23.0,2.0,biology,professor,2.0,6.0,"47,572.00",7
167,1,23.0,2.0,biology,professor,2.0,6.0,"47,572.00",7
167,1,23.0,2.0,biology,professor,2.0,6.0,"47,572.00",7
167,1,23.0,2.0,biology,professor,2.0,6.0,"47,572.00",7
168,1,23.0,4.0,Cell Biology,TBA,1.0,4.0,"22,439.00",7
168,1,23.0,4.0,Cell Biology,TBA,1.0,4.0,"22,439.00",7
168,1,23.0,4.0,Cell Biology,TBA,1.0,4.0,"22,439.00",7
168,1,23.0,4.0,Cell Biology,TBA,1.0,4.0,"22,439.00",7
168,1,23.0,4.0,Cell Biology,TBA,1.0,4.0,"22,439.00",7
168,1,23.0,4.0,Cell Biology,TBA,1.0,4.0,"22,439.00",7
168,1,23.0,4.0,Cell Biology,TBA,1.0,4.0,"22,439.00",7
168,1,23.0,4.0,Cell Biology,TBA,1.0,4.0,"22,439.00",7
168,1,23.0,4.0,Cell Biology,TBA,1.0,4.0,"22,439.00",7
168,1,23.0,4.0,Cell Biology,TBA,1.0,4.0,"22,439.00",7
168,1,23.0,4.0,Cell Biology,TBA,1.0,4.0,"22,439.00",7
168,1,23.0,4.0,Cell Biology,TBA,1.0,4.0,"22,439.00",7
168,1,23.0,4.0,Cell Biology,TBA,1.0,4.0,"22,439.00",7
168,1,23.0,4.0,Cell Biology,TBA,1.0,4.0,"22,439.00",7
168,1,23.0,4.0,Cell Biology,TBA,1.0,4.0,"22,439.00",7
168,1,23.0,4.0,Cell Biology,TBA,1.0,4.0,"22,439.00",7
169,1,28.0,2.0,Microbiology,"Research scientist, professor",2.0,6.0,"31,383.00",7
169,1,28.0,2.0,Microbiology,"Research scientist, professor",2.0,6.0,"31,383.00",7
169,1,28.0,2.0,Microbiology,"Research scientist, professor",2.0,6.0,"31,383.00",7
169,1,28.0,2.0,Microbiology,"Research scientist, professor",2.0,6.0,"31,383.00",7
169,1,28.0,2.0,Microbiology,"Research scientist, professor",2.0,6.0,"31,383.00",7
169,1,28.0,2.0,Microbiology,"Research scientist, professor",2.0,6.0,"31,383.00",7
169,1,28.0,2.0,Microbiology,"Research scientist, professor",2.0,6.0,"31,383.00",7
169,1,28.0,2.0,Microbiology,"Research scientist, professor",2.0,6.0,"31,383.00",7
169,1,28.0,2.0,Microbiology,"Research scientist, professor",2.0,6.0,"31,383.00",7
169,1,28.0,2.0,Microbiology,"Research scientist, professor",2.0,6.0,"31,383.00",7
169,1,28.0,2.0,Microbiology,"Research scientist, professor",2.0,6.0,"31,383.00",7
169,1,28.0,2.0,Microbiology,"Research scientist, professor",2.0,6.0,"31,383.00",7
169,1,28.0,2.0,Microbiology,"Research scientist, professor",2.0,6.0,"31,383.00",7
169,1,28.0,2.0,Microbiology,"Research scientist, professor",2.0,6.0,"31,383.00",7
169,1,28.0,2.0,Microbiology,"Research scientist, professor",2.0,6.0,"31,383.00",7
169,1,28.0,2.0,Microbiology,"Research scientist, professor",2.0,6.0,"31,383.00",7
170,1,28.0,4.0,Biochemistry,Physician Scientist,1.0,5.0,,7
170,1,28.0,4.0,Biochemistry,Physician Scientist,1.0,5.0,,7
170,1,28.0,4.0,Biochemistry,Physician Scientist,1.0,5.0,,7
170,1,28.0,4.0,Biochemistry,Physician Scientist,1.0,5.0,,7
170,1,28.0,4.0,Biochemistry,Physician Scientist,1.0,5.0,,7
170,1,28.0,4.0,Biochemistry,Physician Scientist,1.0,5.0,,7
170,1,28.0,4.0,Biochemistry,Physician Scientist,1.0,5.0,,7
170,1,28.0,4.0,Biochemistry,Physician Scientist,1.0,5.0,,7
170,1,28.0,4.0,Biochemistry,Physician Scientist,1.0,5.0,,7
170,1,28.0,4.0,Biochemistry,Physician Scientist,1.0,5.0,,7
170,1,28.0,4.0,Biochemistry,Physician Scientist,1.0,5.0,,7
170,1,28.0,4.0,Biochemistry,Physician Scientist,1.0,5.0,,7
170,1,28.0,4.0,Biochemistry,Physician Scientist,1.0,5.0,,7
170,1,28.0,4.0,Biochemistry,Physician Scientist,1.0,5.0,,7
170,1,28.0,4.0,Biochemistry,Physician Scientist,1.0,5.0,,7
170,1,28.0,4.0,Biochemistry,Physician Scientist,1.0,5.0,,7
171,1,29.0,2.0,Finance,Finance,1.0,4.0,,7
171,1,29.0,2.0,Finance,Finance,1.0,4.0,,7
171,1,29.0,2.0,Finance,Finance,1.0,4.0,,7
171,1,29.0,2.0,Finance,Finance,1.0,4.0,,7
171,1,29.0,2.0,Finance,Finance,1.0,4.0,,7
171,1,29.0,2.0,Finance,Finance,1.0,4.0,,7
171,1,29.0,2.0,Finance,Finance,1.0,4.0,,7
171,1,29.0,2.0,Finance,Finance,1.0,4.0,,7
171,1,29.0,2.0,Finance,Finance,1.0,4.0,,7
171,1,29.0,2.0,Finance,Finance,1.0,4.0,,7
171,1,29.0,2.0,Finance,Finance,1.0,4.0,,7
171,1,29.0,2.0,Finance,Finance,1.0,4.0,,7
171,1,29.0,2.0,Finance,Finance,1.0,4.0,,7
171,1,29.0,2.0,Finance,Finance,1.0,4.0,,7
171,1,29.0,2.0,Finance,Finance,1.0,4.0,,7
171,1,29.0,2.0,Finance,Finance,1.0,4.0,,7
172,1,27.0,2.0,Business,Management Consulting,1.0,3.0,,7
172,1,27.0,2.0,Business,Management Consulting,1.0,3.0,,7
172,1,27.0,2.0,Business,Management Consulting,1.0,3.0,,7
172,1,27.0,2.0,Business,Management Consulting,1.0,3.0,,7
172,1,27.0,2.0,Business,Management Consulting,1.0,3.0,,7
172,1,27.0,2.0,Business,Management Consulting,1.0,3.0,,7
172,1,27.0,2.0,Business,Management Consulting,1.0,3.0,,7
172,1,27.0,2.0,Business,Management Consulting,1.0,3.0,,7
172,1,27.0,2.0,Business,Management Consulting,1.0,3.0,,7
172,1,27.0,2.0,Business,Management Consulting,1.0,3.0,,7
172,1,27.0,2.0,Business,Management Consulting,1.0,3.0,,7
172,1,27.0,2.0,Business,Management Consulting,1.0,3.0,,7
172,1,27.0,2.0,Business,Management Consulting,1.0,3.0,,7
172,1,27.0,2.0,Business,Management Consulting,1.0,3.0,,7
172,1,27.0,2.0,Business,Management Consulting,1.0,3.0,,7
172,1,27.0,2.0,Business,Management Consulting,1.0,3.0,,7
173,1,22.0,2.0,math,professor,1.0,4.0,,7
173,1,22.0,2.0,math,professor,1.0,4.0,,7
173,1,22.0,2.0,math,professor,1.0,4.0,,7
173,1,22.0,2.0,math,professor,1.0,4.0,,7
173,1,22.0,2.0,math,professor,1.0,4.0,,7
173,1,22.0,2.0,math,professor,1.0,4.0,,7
173,1,22.0,2.0,math,professor,1.0,4.0,,7
173,1,22.0,2.0,math,professor,1.0,4.0,,7
173,1,22.0,2.0,math,professor,1.0,4.0,,7
173,1,22.0,2.0,math,professor,1.0,4.0,,7
173,1,22.0,2.0,math,professor,1.0,4.0,,7
173,1,22.0,2.0,math,professor,1.0,4.0,,7
173,1,22.0,2.0,math,professor,1.0,4.0,,7
173,1,22.0,2.0,math,professor,1.0,4.0,,7
173,1,22.0,2.0,math,professor,1.0,4.0,,7
173,1,22.0,2.0,math,professor,1.0,4.0,,7
174,0,29.0,4.0,International Affairs/Finance,Finance,4.0,5.0,"58,802.00",8
174,0,29.0,4.0,International Affairs/Finance,Finance,4.0,5.0,"58,802.00",8
174,0,29.0,4.0,International Affairs/Finance,Finance,4.0,5.0,"58,802.00",8
174,0,29.0,4.0,International Affairs/Finance,Finance,4.0,5.0,"58,802.00",8
174,0,29.0,4.0,International Affairs/Finance,Finance,4.0,5.0,"58,802.00",8
174,0,29.0,4.0,International Affairs/Finance,Finance,4.0,5.0,"58,802.00",8
174,0,29.0,4.0,International Affairs/Finance,Finance,4.0,5.0,"58,802.00",8
174,0,29.0,4.0,International Affairs/Finance,Finance,4.0,5.0,"58,802.00",8
174,0,29.0,4.0,International Affairs/Finance,Finance,4.0,5.0,"58,802.00",8
174,0,29.0,4.0,International Affairs/Finance,Finance,4.0,5.0,"58,802.00",8
175,0,23.0,6.0,International Affairs,Business,2.0,3.0,"40,749.00",8
175,0,23.0,6.0,International Affairs,Business,2.0,3.0,"40,749.00",8
175,0,23.0,6.0,International Affairs,Business,2.0,3.0,"40,749.00",8
175,0,23.0,6.0,International Affairs,Business,2.0,3.0,"40,749.00",8
175,0,23.0,6.0,International Affairs,Business,2.0,3.0,"40,749.00",8
175,0,23.0,6.0,International Affairs,Business,2.0,3.0,"40,749.00",8
175,0,23.0,6.0,International Affairs,Business,2.0,3.0,"40,749.00",8
175,0,23.0,6.0,International Affairs,Business,2.0,3.0,"40,749.00",8
175,0,23.0,6.0,International Affairs,Business,2.0,3.0,"40,749.00",8
175,0,23.0,6.0,International Affairs,Business,2.0,3.0,"40,749.00",8
176,0,28.0,4.0,MBA,Finance,2.0,6.0,,8
176,0,28.0,4.0,MBA,Finance,2.0,6.0,,8
176,0,28.0,4.0,MBA,Finance,2.0,6.0,,8
176,0,28.0,4.0,MBA,Finance,2.0,6.0,,8
176,0,28.0,4.0,MBA,Finance,2.0,6.0,,8
176,0,28.0,4.0,MBA,Finance,2.0,6.0,,8
176,0,28.0,4.0,MBA,Finance,2.0,6.0,,8
176,0,28.0,4.0,MBA,Finance,2.0,6.0,,8
176,0,28.0,4.0,MBA,Finance,2.0,6.0,,8
176,0,28.0,4.0,MBA,Finance,2.0,6.0,,8
177,0,22.0,2.0,international affairs/international finance,management consulting,2.0,5.0,"47,997.00",8
177,0,22.0,2.0,international affairs/international finance,management consulting,2.0,5.0,"47,997.00",8
177,0,22.0,2.0,international affairs/international finance,management consulting,2.0,5.0,"47,997.00",8
177,0,22.0,2.0,international affairs/international finance,management consulting,2.0,5.0,"47,997.00",8
177,0,22.0,2.0,international affairs/international finance,management consulting,2.0,5.0,"47,997.00",8
177,0,22.0,2.0,international affairs/international finance,management consulting,2.0,5.0,"47,997.00",8
177,0,22.0,2.0,international affairs/international finance,management consulting,2.0,5.0,"47,997.00",8
177,0,22.0,2.0,international affairs/international finance,management consulting,2.0,5.0,"47,997.00",8
177,0,22.0,2.0,international affairs/international finance,management consulting,2.0,5.0,"47,997.00",8
177,0,22.0,2.0,international affairs/international finance,management consulting,2.0,5.0,"47,997.00",8
178,0,35.0,4.0,Health policy,health policy,2.0,4.0,,8
178,0,35.0,4.0,Health policy,health policy,2.0,4.0,,8
178,0,35.0,4.0,Health policy,health policy,2.0,4.0,,8
178,0,35.0,4.0,Health policy,health policy,2.0,4.0,,8
178,0,35.0,4.0,Health policy,health policy,2.0,4.0,,8
178,0,35.0,4.0,Health policy,health policy,2.0,4.0,,8
178,0,35.0,4.0,Health policy,health policy,2.0,4.0,,8
178,0,35.0,4.0,Health policy,health policy,2.0,4.0,,8
178,0,35.0,4.0,Health policy,health policy,2.0,4.0,,8
178,0,35.0,4.0,Health policy,health policy,2.0,4.0,,8
179,0,30.0,3.0,English and Comp Lit,academics,1.0,6.0,"78,704.00",8
179,0,30.0,3.0,English and Comp Lit,academics,1.0,6.0,"78,704.00",8
179,0,30.0,3.0,English and Comp Lit,academics,1.0,6.0,"78,704.00",8
179,0,30.0,3.0,English and Comp Lit,academics,1.0,6.0,"78,704.00",8
179,0,30.0,3.0,English and Comp Lit,academics,1.0,6.0,"78,704.00",8
179,0,30.0,3.0,English and Comp Lit,academics,1.0,6.0,"78,704.00",8
179,0,30.0,3.0,English and Comp Lit,academics,1.0,6.0,"78,704.00",8
179,0,30.0,3.0,English and Comp Lit,academics,1.0,6.0,"78,704.00",8
179,0,30.0,3.0,English and Comp Lit,academics,1.0,6.0,"78,704.00",8
179,0,30.0,3.0,English and Comp Lit,academics,1.0,6.0,"78,704.00",8
180,0,24.0,4.0,international finance and business,financial service or fashion,6.0,4.0,,8
180,0,24.0,4.0,international finance and business,financial service or fashion,6.0,4.0,,8
180,0,24.0,4.0,international finance and business,financial service or fashion,6.0,4.0,,8
180,0,24.0,4.0,international finance and business,financial service or fashion,6.0,4.0,,8
180,0,24.0,4.0,international finance and business,financial service or fashion,6.0,4.0,,8
180,0,24.0,4.0,international finance and business,financial service or fashion,6.0,4.0,,8
180,0,24.0,4.0,international finance and business,financial service or fashion,6.0,4.0,,8
180,0,24.0,4.0,international finance and business,financial service or fashion,6.0,4.0,,8
