attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr1_s,sinc1_s,intel1_s,fun1_s,amb1_s,shar1_s,attr1_2,sinc1_2,intel1_2,fun1_2,amb1_2,shar1_2,attr2_2,sinc2_2,intel2_2,fun2_2,amb2_2,shar2_2,attr1_3,sinc1_3,intel1_3,fun1_3,amb1_3,shar1_3,attr2_3,sinc2_3,intel2_3,fun2_3,amb2_3,shar2_3
20.0,22.5,17.5,22.5,10.0,7.5,23.68,21.05,13.16,23.68,15.79,2.63,14.0,18.0,18.0,18.0,16.0,16.0,14.89,17.02,17.02,17.02,17.02,17.02,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,9.0,8.0,7.0,8.0,8.0,
20.0,22.5,17.5,22.5,10.0,7.5,23.68,21.05,13.16,23.68,15.79,2.63,14.0,18.0,18.0,18.0,16.0,16.0,14.89,17.02,17.02,17.02,17.02,17.02,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,9.0,8.0,7.0,8.0,8.0,
20.0,22.5,17.5,22.5,10.0,7.5,23.68,21.05,13.16,23.68,15.79,2.63,14.0,18.0,18.0,18.0,16.0,16.0,14.89,17.02,17.02,17.02,17.02,17.02,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,9.0,8.0,7.0,8.0,8.0,
20.0,22.5,17.5,22.5,10.0,7.5,23.68,21.05,13.16,23.68,15.79,2.63,14.0,18.0,18.0,18.0,16.0,16.0,14.89,17.02,17.02,17.02,17.02,17.02,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,9.0,8.0,7.0,8.0,8.0,
20.0,22.5,17.5,22.5,10.0,7.5,23.68,21.05,13.16,23.68,15.79,2.63,14.0,18.0,18.0,18.0,16.0,16.0,14.89,17.02,17.02,17.02,17.02,17.02,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,9.0,8.0,7.0,8.0,8.0,
20.0,22.5,17.5,22.5,10.0,7.5,23.68,21.05,13.16,23.68,15.79,2.63,14.0,18.0,18.0,18.0,16.0,16.0,14.89,17.02,17.02,17.02,17.02,17.02,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,9.0,8.0,7.0,8.0,8.0,
20.0,22.5,17.5,22.5,10.0,7.5,23.68,21.05,13.16,23.68,15.79,2.63,14.0,18.0,18.0,18.0,16.0,16.0,14.89,17.02,17.02,17.02,17.02,17.02,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,9.0,8.0,7.0,8.0,8.0,
20.0,22.5,17.5,22.5,10.0,7.5,23.68,21.05,13.16,23.68,15.79,2.63,14.0,18.0,18.0,18.0,16.0,16.0,14.89,17.02,17.02,17.02,17.02,17.02,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,9.0,8.0,7.0,8.0,8.0,
20.0,22.5,17.5,22.5,10.0,7.5,23.68,21.05,13.16,23.68,15.79,2.63,14.0,18.0,18.0,18.0,16.0,16.0,14.89,17.02,17.02,17.02,17.02,17.02,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,9.0,8.0,7.0,8.0,8.0,
16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,20.83,18.75,20.83,18.75,10.42,10.42,20.0,17.78,20.0,17.78,11.11,13.33,16.67,16.67,16.67,16.67,16.67,16.67,17.02,19.15,17.02,17.02,12.77,17.02,8.0,6.0,6.0,8.0,8.0,
16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,20.83,18.75,20.83,18.75,10.42,10.42,20.0,17.78,20.0,17.78,11.11,13.33,16.67,16.67,16.67,16.67,16.67,16.67,17.02,19.15,17.02,17.02,12.77,17.02,8.0,6.0,6.0,8.0,8.0,
16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,20.83,18.75,20.83,18.75,10.42,10.42,20.0,17.78,20.0,17.78,11.11,13.33,16.67,16.67,16.67,16.67,16.67,16.67,17.02,19.15,17.02,17.02,12.77,17.02,8.0,6.0,6.0,8.0,8.0,
16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,20.83,18.75,20.83,18.75,10.42,10.42,20.0,17.78,20.0,17.78,11.11,13.33,16.67,16.67,16.67,16.67,16.67,16.67,17.02,19.15,17.02,17.02,12.77,17.02,8.0,6.0,6.0,8.0,8.0,
16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,20.83,18.75,20.83,18.75,10.42,10.42,20.0,17.78,20.0,17.78,11.11,13.33,16.67,16.67,16.67,16.67,16.67,16.67,17.02,19.15,17.02,17.02,12.77,17.02,8.0,6.0,6.0,8.0,8.0,
16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,20.83,18.75,20.83,18.75,10.42,10.42,20.0,17.78,20.0,17.78,11.11,13.33,16.67,16.67,16.67,16.67,16.67,16.67,17.02,19.15,17.02,17.02,12.77,17.02,8.0,6.0,6.0,8.0,8.0,
16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,20.83,18.75,20.83,18.75,10.42,10.42,20.0,17.78,20.0,17.78,11.11,13.33,16.67,16.67,16.67,16.67,16.67,16.67,17.02,19.15,17.02,17.02,12.77,17.02,8.0,6.0,6.0,8.0,8.0,
16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,20.83,18.75,20.83,18.75,10.42,10.42,20.0,17.78,20.0,17.78,11.11,13.33,16.67,16.67,16.67,16.67,16.67,16.67,17.02,19.15,17.02,17.02,12.77,17.02,8.0,6.0,6.0,8.0,8.0,
16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,20.83,18.75,20.83,18.75,10.42,10.42,20.0,17.78,20.0,17.78,11.11,13.33,16.67,16.67,16.67,16.67,16.67,16.67,17.02,19.15,17.02,17.02,12.77,17.02,8.0,6.0,6.0,8.0,8.0,
16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,20.83,18.75,20.83,18.75,10.42,10.42,20.0,17.78,20.0,17.78,11.11,13.33,16.67,16.67,16.67,16.67,16.67,16.67,17.02,19.15,17.02,17.02,12.77,17.02,8.0,6.0,6.0,8.0,8.0,
16.98,15.09,16.98,16.98,18.87,15.09,16.36,18.18,14.55,18.18,18.18,14.55,19.23,17.31,13.46,19.23,11.54,19.23,14.0,16.0,18.0,18.0,18.0,16.0,17.54,17.54,15.79,17.54,17.54,14.04,16.67,16.67,16.67,16.67,16.67,16.67,7.0,7.0,7.0,7.0,7.0,
16.98,15.09,16.98,16.98,18.87,15.09,16.36,18.18,14.55,18.18,18.18,14.55,19.23,17.31,13.46,19.23,11.54,19.23,14.0,16.0,18.0,18.0,18.0,16.0,17.54,17.54,15.79,17.54,17.54,14.04,16.67,16.67,16.67,16.67,16.67,16.67,7.0,7.0,7.0,7.0,7.0,
16.98,15.09,16.98,16.98,18.87,15.09,16.36,18.18,14.55,18.18,18.18,14.55,19.23,17.31,13.46,19.23,11.54,19.23,14.0,16.0,18.0,18.0,18.0,16.0,17.54,17.54,15.79,17.54,17.54,14.04,16.67,16.67,16.67,16.67,16.67,16.67,7.0,7.0,7.0,7.0,7.0,
16.98,15.09,16.98,16.98,18.87,15.09,16.36,18.18,14.55,18.18,18.18,14.55,19.23,17.31,13.46,19.23,11.54,19.23,14.0,16.0,18.0,18.0,18.0,16.0,17.54,17.54,15.79,17.54,17.54,14.04,16.67,16.67,16.67,16.67,16.67,16.67,7.0,7.0,7.0,7.0,7.0,
16.98,15.09,16.98,16.98,18.87,15.09,16.36,18.18,14.55,18.18,18.18,14.55,19.23,17.31,13.46,19.23,11.54,19.23,14.0,16.0,18.0,18.0,18.0,16.0,17.54,17.54,15.79,17.54,17.54,14.04,16.67,16.67,16.67,16.67,16.67,16.67,7.0,7.0,7.0,7.0,7.0,
16.98,15.09,16.98,16.98,18.87,15.09,16.36,18.18,14.55,18.18,18.18,14.55,19.23,17.31,13.46,19.23,11.54,19.23,14.0,16.0,18.0,18.0,18.0,16.0,17.54,17.54,15.79,17.54,17.54,14.04,16.67,16.67,16.67,16.67,16.67,16.67,7.0,7.0,7.0,7.0,7.0,
16.98,15.09,16.98,16.98,18.87,15.09,16.36,18.18,14.55,18.18,18.18,14.55,19.23,17.31,13.46,19.23,11.54,19.23,14.0,16.0,18.0,18.0,18.0,16.0,17.54,17.54,15.79,17.54,17.54,14.04,16.67,16.67,16.67,16.67,16.67,16.67,7.0,7.0,7.0,7.0,7.0,
16.98,15.09,16.98,16.98,18.87,15.09,16.36,18.18,14.55,18.18,18.18,14.55,19.23,17.31,13.46,19.23,11.54,19.23,14.0,16.0,18.0,18.0,18.0,16.0,17.54,17.54,15.79,17.54,17.54,14.04,16.67,16.67,16.67,16.67,16.67,16.67,7.0,7.0,7.0,7.0,7.0,
16.98,15.09,16.98,16.98,18.87,15.09,16.36,18.18,14.55,18.18,18.18,14.55,19.23,17.31,13.46,19.23,11.54,19.23,14.0,16.0,18.0,18.0,18.0,16.0,17.54,17.54,15.79,17.54,17.54,14.04,16.67,16.67,16.67,16.67,16.67,16.67,7.0,7.0,7.0,7.0,7.0,
16.98,15.09,16.98,16.98,18.87,15.09,16.36,18.18,14.55,18.18,18.18,14.55,19.23,17.31,13.46,19.23,11.54,19.23,14.0,16.0,18.0,18.0,18.0,16.0,17.54,17.54,15.79,17.54,17.54,14.04,16.67,16.67,16.67,16.67,16.67,16.67,7.0,7.0,7.0,7.0,7.0,
19.44,19.44,22.22,16.67,11.11,11.11,15.79,13.16,21.05,18.42,21.05,10.53,15.38,20.51,23.08,15.38,12.82,12.82,16.67,22.22,25.0,11.11,11.11,13.89,13.16,10.53,21.05,21.05,18.42,15.79,18.92,21.62,21.62,10.81,13.51,13.51,5.0,5.0,7.0,8.0,7.0,
19.44,19.44,22.22,16.67,11.11,11.11,15.79,13.16,21.05,18.42,21.05,10.53,15.38,20.51,23.08,15.38,12.82,12.82,16.67,22.22,25.0,11.11,11.11,13.89,13.16,10.53,21.05,21.05,18.42,15.79,18.92,21.62,21.62,10.81,13.51,13.51,5.0,5.0,7.0,8.0,7.0,
19.44,19.44,22.22,16.67,11.11,11.11,15.79,13.16,21.05,18.42,21.05,10.53,15.38,20.51,23.08,15.38,12.82,12.82,16.67,22.22,25.0,11.11,11.11,13.89,13.16,10.53,21.05,21.05,18.42,15.79,18.92,21.62,21.62,10.81,13.51,13.51,5.0,5.0,7.0,8.0,7.0,
19.44,19.44,22.22,16.67,11.11,11.11,15.79,13.16,21.05,18.42,21.05,10.53,15.38,20.51,23.08,15.38,12.82,12.82,16.67,22.22,25.0,11.11,11.11,13.89,13.16,10.53,21.05,21.05,18.42,15.79,18.92,21.62,21.62,10.81,13.51,13.51,5.0,5.0,7.0,8.0,7.0,
19.44,19.44,22.22,16.67,11.11,11.11,15.79,13.16,21.05,18.42,21.05,10.53,15.38,20.51,23.08,15.38,12.82,12.82,16.67,22.22,25.0,11.11,11.11,13.89,13.16,10.53,21.05,21.05,18.42,15.79,18.92,21.62,21.62,10.81,13.51,13.51,5.0,5.0,7.0,8.0,7.0,
19.44,19.44,22.22,16.67,11.11,11.11,15.79,13.16,21.05,18.42,21.05,10.53,15.38,20.51,23.08,15.38,12.82,12.82,16.67,22.22,25.0,11.11,11.11,13.89,13.16,10.53,21.05,21.05,18.42,15.79,18.92,21.62,21.62,10.81,13.51,13.51,5.0,5.0,7.0,8.0,7.0,
19.44,19.44,22.22,16.67,11.11,11.11,15.79,13.16,21.05,18.42,21.05,10.53,15.38,20.51,23.08,15.38,12.82,12.82,16.67,22.22,25.0,11.11,11.11,13.89,13.16,10.53,21.05,21.05,18.42,15.79,18.92,21.62,21.62,10.81,13.51,13.51,5.0,5.0,7.0,8.0,7.0,
19.44,19.44,22.22,16.67,11.11,11.11,15.79,13.16,21.05,18.42,21.05,10.53,15.38,20.51,23.08,15.38,12.82,12.82,16.67,22.22,25.0,11.11,11.11,13.89,13.16,10.53,21.05,21.05,18.42,15.79,18.92,21.62,21.62,10.81,13.51,13.51,5.0,5.0,7.0,8.0,7.0,
19.44,19.44,22.22,16.67,11.11,11.11,15.79,13.16,21.05,18.42,21.05,10.53,15.38,20.51,23.08,15.38,12.82,12.82,16.67,22.22,25.0,11.11,11.11,13.89,13.16,10.53,21.05,21.05,18.42,15.79,18.92,21.62,21.62,10.81,13.51,13.51,5.0,5.0,7.0,8.0,7.0,
19.44,19.44,22.22,16.67,11.11,11.11,15.79,13.16,21.05,18.42,21.05,10.53,15.38,20.51,23.08,15.38,12.82,12.82,16.67,22.22,25.0,11.11,11.11,13.89,13.16,10.53,21.05,21.05,18.42,15.79,18.92,21.62,21.62,10.81,13.51,13.51,5.0,5.0,7.0,8.0,7.0,
16.98,16.98,18.87,16.98,13.21,16.98,15.09,18.87,15.09,18.87,18.87,13.21,19.23,19.23,17.31,13.46,13.46,17.31,16.98,16.98,18.87,16.98,13.21,16.98,18.75,18.75,14.58,18.75,12.5,16.67,16.67,18.52,18.52,14.81,14.81,16.67,8.0,10.0,7.0,9.0,8.0,
16.98,16.98,18.87,16.98,13.21,16.98,15.09,18.87,15.09,18.87,18.87,13.21,19.23,19.23,17.31,13.46,13.46,17.31,16.98,16.98,18.87,16.98,13.21,16.98,18.75,18.75,14.58,18.75,12.5,16.67,16.67,18.52,18.52,14.81,14.81,16.67,8.0,10.0,7.0,9.0,8.0,
16.98,16.98,18.87,16.98,13.21,16.98,15.09,18.87,15.09,18.87,18.87,13.21,19.23,19.23,17.31,13.46,13.46,17.31,16.98,16.98,18.87,16.98,13.21,16.98,18.75,18.75,14.58,18.75,12.5,16.67,16.67,18.52,18.52,14.81,14.81,16.67,8.0,10.0,7.0,9.0,8.0,
16.98,16.98,18.87,16.98,13.21,16.98,15.09,18.87,15.09,18.87,18.87,13.21,19.23,19.23,17.31,13.46,13.46,17.31,16.98,16.98,18.87,16.98,13.21,16.98,18.75,18.75,14.58,18.75,12.5,16.67,16.67,18.52,18.52,14.81,14.81,16.67,8.0,10.0,7.0,9.0,8.0,
16.98,16.98,18.87,16.98,13.21,16.98,15.09,18.87,15.09,18.87,18.87,13.21,19.23,19.23,17.31,13.46,13.46,17.31,16.98,16.98,18.87,16.98,13.21,16.98,18.75,18.75,14.58,18.75,12.5,16.67,16.67,18.52,18.52,14.81,14.81,16.67,8.0,10.0,7.0,9.0,8.0,
16.98,16.98,18.87,16.98,13.21,16.98,15.09,18.87,15.09,18.87,18.87,13.21,19.23,19.23,17.31,13.46,13.46,17.31,16.98,16.98,18.87,16.98,13.21,16.98,18.75,18.75,14.58,18.75,12.5,16.67,16.67,18.52,18.52,14.81,14.81,16.67,8.0,10.0,7.0,9.0,8.0,
16.98,16.98,18.87,16.98,13.21,16.98,15.09,18.87,15.09,18.87,18.87,13.21,19.23,19.23,17.31,13.46,13.46,17.31,16.98,16.98,18.87,16.98,13.21,16.98,18.75,18.75,14.58,18.75,12.5,16.67,16.67,18.52,18.52,14.81,14.81,16.67,8.0,10.0,7.0,9.0,8.0,
16.98,16.98,18.87,16.98,13.21,16.98,15.09,18.87,15.09,18.87,18.87,13.21,19.23,19.23,17.31,13.46,13.46,17.31,16.98,16.98,18.87,16.98,13.21,16.98,18.75,18.75,14.58,18.75,12.5,16.67,16.67,18.52,18.52,14.81,14.81,16.67,8.0,10.0,7.0,9.0,8.0,
16.98,16.98,18.87,16.98,13.21,16.98,15.09,18.87,15.09,18.87,18.87,13.21,19.23,19.23,17.31,13.46,13.46,17.31,16.98,16.98,18.87,16.98,13.21,16.98,18.75,18.75,14.58,18.75,12.5,16.67,16.67,18.52,18.52,14.81,14.81,16.67,8.0,10.0,7.0,9.0,8.0,
16.98,16.98,18.87,16.98,13.21,16.98,15.09,18.87,15.09,18.87,18.87,13.21,19.23,19.23,17.31,13.46,13.46,17.31,16.98,16.98,18.87,16.98,13.21,16.98,18.75,18.75,14.58,18.75,12.5,16.67,16.67,18.52,18.52,14.81,14.81,16.67,8.0,10.0,7.0,9.0,8.0,
15.56,11.11,22.22,15.56,20.0,15.56,14.29,14.29,19.05,19.05,19.05,14.29,11.9,11.9,23.81,16.67,16.67,19.05,14.58,14.58,20.83,14.58,18.75,16.67,14.29,16.33,18.37,16.33,20.41,14.29,15.22,15.22,19.57,15.22,17.39,17.39,6.0,8.0,7.0,7.0,8.0,
15.56,11.11,22.22,15.56,20.0,15.56,14.29,14.29,19.05,19.05,19.05,14.29,11.9,11.9,23.81,16.67,16.67,19.05,14.58,14.58,20.83,14.58,18.75,16.67,14.29,16.33,18.37,16.33,20.41,14.29,15.22,15.22,19.57,15.22,17.39,17.39,6.0,8.0,7.0,7.0,8.0,
15.56,11.11,22.22,15.56,20.0,15.56,14.29,14.29,19.05,19.05,19.05,14.29,11.9,11.9,23.81,16.67,16.67,19.05,14.58,14.58,20.83,14.58,18.75,16.67,14.29,16.33,18.37,16.33,20.41,14.29,15.22,15.22,19.57,15.22,17.39,17.39,6.0,8.0,7.0,7.0,8.0,
15.56,11.11,22.22,15.56,20.0,15.56,14.29,14.29,19.05,19.05,19.05,14.29,11.9,11.9,23.81,16.67,16.67,19.05,14.58,14.58,20.83,14.58,18.75,16.67,14.29,16.33,18.37,16.33,20.41,14.29,15.22,15.22,19.57,15.22,17.39,17.39,6.0,8.0,7.0,7.0,8.0,
15.56,11.11,22.22,15.56,20.0,15.56,14.29,14.29,19.05,19.05,19.05,14.29,11.9,11.9,23.81,16.67,16.67,19.05,14.58,14.58,20.83,14.58,18.75,16.67,14.29,16.33,18.37,16.33,20.41,14.29,15.22,15.22,19.57,15.22,17.39,17.39,6.0,8.0,7.0,7.0,8.0,
15.56,11.11,22.22,15.56,20.0,15.56,14.29,14.29,19.05,19.05,19.05,14.29,11.9,11.9,23.81,16.67,16.67,19.05,14.58,14.58,20.83,14.58,18.75,16.67,14.29,16.33,18.37,16.33,20.41,14.29,15.22,15.22,19.57,15.22,17.39,17.39,6.0,8.0,7.0,7.0,8.0,
15.56,11.11,22.22,15.56,20.0,15.56,14.29,14.29,19.05,19.05,19.05,14.29,11.9,11.9,23.81,16.67,16.67,19.05,14.58,14.58,20.83,14.58,18.75,16.67,14.29,16.33,18.37,16.33,20.41,14.29,15.22,15.22,19.57,15.22,17.39,17.39,6.0,8.0,7.0,7.0,8.0,
15.56,11.11,22.22,15.56,20.0,15.56,14.29,14.29,19.05,19.05,19.05,14.29,11.9,11.9,23.81,16.67,16.67,19.05,14.58,14.58,20.83,14.58,18.75,16.67,14.29,16.33,18.37,16.33,20.41,14.29,15.22,15.22,19.57,15.22,17.39,17.39,6.0,8.0,7.0,7.0,8.0,
15.56,11.11,22.22,15.56,20.0,15.56,14.29,14.29,19.05,19.05,19.05,14.29,11.9,11.9,23.81,16.67,16.67,19.05,14.58,14.58,20.83,14.58,18.75,16.67,14.29,16.33,18.37,16.33,20.41,14.29,15.22,15.22,19.57,15.22,17.39,17.39,6.0,8.0,7.0,7.0,8.0,
15.56,11.11,22.22,15.56,20.0,15.56,14.29,14.29,19.05,19.05,19.05,14.29,11.9,11.9,23.81,16.67,16.67,19.05,14.58,14.58,20.83,14.58,18.75,16.67,14.29,16.33,18.37,16.33,20.41,14.29,15.22,15.22,19.57,15.22,17.39,17.39,6.0,8.0,7.0,7.0,8.0,
16.98,16.98,16.98,16.98,16.98,15.09,16.98,16.98,16.98,16.98,16.98,15.09,16.67,16.67,16.67,16.67,16.67,16.67,16.36,16.36,16.36,16.36,16.36,18.18,16.67,16.67,16.67,16.67,16.67,16.67,15.79,17.54,17.54,17.54,15.79,15.79,9.0,9.0,9.0,9.0,9.0,
16.98,16.98,16.98,16.98,16.98,15.09,16.98,16.98,16.98,16.98,16.98,15.09,16.67,16.67,16.67,16.67,16.67,16.67,16.36,16.36,16.36,16.36,16.36,18.18,16.67,16.67,16.67,16.67,16.67,16.67,15.79,17.54,17.54,17.54,15.79,15.79,9.0,9.0,9.0,9.0,9.0,
16.98,16.98,16.98,16.98,16.98,15.09,16.98,16.98,16.98,16.98,16.98,15.09,16.67,16.67,16.67,16.67,16.67,16.67,16.36,16.36,16.36,16.36,16.36,18.18,16.67,16.67,16.67,16.67,16.67,16.67,15.79,17.54,17.54,17.54,15.79,15.79,9.0,9.0,9.0,9.0,9.0,
16.98,16.98,16.98,16.98,16.98,15.09,16.98,16.98,16.98,16.98,16.98,15.09,16.67,16.67,16.67,16.67,16.67,16.67,16.36,16.36,16.36,16.36,16.36,18.18,16.67,16.67,16.67,16.67,16.67,16.67,15.79,17.54,17.54,17.54,15.79,15.79,9.0,9.0,9.0,9.0,9.0,
16.98,16.98,16.98,16.98,16.98,15.09,16.98,16.98,16.98,16.98,16.98,15.09,16.67,16.67,16.67,16.67,16.67,16.67,16.36,16.36,16.36,16.36,16.36,18.18,16.67,16.67,16.67,16.67,16.67,16.67,15.79,17.54,17.54,17.54,15.79,15.79,9.0,9.0,9.0,9.0,9.0,
16.98,16.98,16.98,16.98,16.98,15.09,16.98,16.98,16.98,16.98,16.98,15.09,16.67,16.67,16.67,16.67,16.67,16.67,16.36,16.36,16.36,16.36,16.36,18.18,16.67,16.67,16.67,16.67,16.67,16.67,15.79,17.54,17.54,17.54,15.79,15.79,9.0,9.0,9.0,9.0,9.0,
16.98,16.98,16.98,16.98,16.98,15.09,16.98,16.98,16.98,16.98,16.98,15.09,16.67,16.67,16.67,16.67,16.67,16.67,16.36,16.36,16.36,16.36,16.36,18.18,16.67,16.67,16.67,16.67,16.67,16.67,15.79,17.54,17.54,17.54,15.79,15.79,9.0,9.0,9.0,9.0,9.0,
16.98,16.98,16.98,16.98,16.98,15.09,16.98,16.98,16.98,16.98,16.98,15.09,16.67,16.67,16.67,16.67,16.67,16.67,16.36,16.36,16.36,16.36,16.36,18.18,16.67,16.67,16.67,16.67,16.67,16.67,15.79,17.54,17.54,17.54,15.79,15.79,9.0,9.0,9.0,9.0,9.0,
16.98,16.98,16.98,16.98,16.98,15.09,16.98,16.98,16.98,16.98,16.98,15.09,16.67,16.67,16.67,16.67,16.67,16.67,16.36,16.36,16.36,16.36,16.36,18.18,16.67,16.67,16.67,16.67,16.67,16.67,15.79,17.54,17.54,17.54,15.79,15.79,9.0,9.0,9.0,9.0,9.0,
16.98,16.98,16.98,16.98,16.98,15.09,16.98,16.98,16.98,16.98,16.98,15.09,16.67,16.67,16.67,16.67,16.67,16.67,16.36,16.36,16.36,16.36,16.36,18.18,16.67,16.67,16.67,16.67,16.67,16.67,15.79,17.54,17.54,17.54,15.79,15.79,9.0,9.0,9.0,9.0,9.0,
15.56,20.0,20.0,20.0,13.33,11.11,12.77,19.15,19.15,19.15,14.89,14.89,19.57,19.57,17.39,21.74,10.87,10.87,18.6,16.28,13.95,23.26,13.95,13.95,14.89,19.15,19.15,17.02,19.15,10.64,,,,,,,,,,,,
15.56,20.0,20.0,20.0,13.33,11.11,12.77,19.15,19.15,19.15,14.89,14.89,19.57,19.57,17.39,21.74,10.87,10.87,18.6,16.28,13.95,23.26,13.95,13.95,14.89,19.15,19.15,17.02,19.15,10.64,,,,,,,,,,,,
15.56,20.0,20.0,20.0,13.33,11.11,12.77,19.15,19.15,19.15,14.89,14.89,19.57,19.57,17.39,21.74,10.87,10.87,18.6,16.28,13.95,23.26,13.95,13.95,14.89,19.15,19.15,17.02,19.15,10.64,,,,,,,,,,,,
15.56,20.0,20.0,20.0,13.33,11.11,12.77,19.15,19.15,19.15,14.89,14.89,19.57,19.57,17.39,21.74,10.87,10.87,18.6,16.28,13.95,23.26,13.95,13.95,14.89,19.15,19.15,17.02,19.15,10.64,,,,,,,,,,,,
15.56,20.0,20.0,20.0,13.33,11.11,12.77,19.15,19.15,19.15,14.89,14.89,19.57,19.57,17.39,21.74,10.87,10.87,18.6,16.28,13.95,23.26,13.95,13.95,14.89,19.15,19.15,17.02,19.15,10.64,,,,,,,,,,,,
15.56,20.0,20.0,20.0,13.33,11.11,12.77,19.15,19.15,19.15,14.89,14.89,19.57,19.57,17.39,21.74,10.87,10.87,18.6,16.28,13.95,23.26,13.95,13.95,14.89,19.15,19.15,17.02,19.15,10.64,,,,,,,,,,,,
15.56,20.0,20.0,20.0,13.33,11.11,12.77,19.15,19.15,19.15,14.89,14.89,19.57,19.57,17.39,21.74,10.87,10.87,18.6,16.28,13.95,23.26,13.95,13.95,14.89,19.15,19.15,17.02,19.15,10.64,,,,,,,,,,,,
15.56,20.0,20.0,20.0,13.33,11.11,12.77,19.15,19.15,19.15,14.89,14.89,19.57,19.57,17.39,21.74,10.87,10.87,18.6,16.28,13.95,23.26,13.95,13.95,14.89,19.15,19.15,17.02,19.15,10.64,,,,,,,,,,,,
15.56,20.0,20.0,20.0,13.33,11.11,12.77,19.15,19.15,19.15,14.89,14.89,19.57,19.57,17.39,21.74,10.87,10.87,18.6,16.28,13.95,23.26,13.95,13.95,14.89,19.15,19.15,17.02,19.15,10.64,,,,,,,,,,,,
15.56,20.0,20.0,20.0,13.33,11.11,12.77,19.15,19.15,19.15,14.89,14.89,19.57,19.57,17.39,21.74,10.87,10.87,18.6,16.28,13.95,23.26,13.95,13.95,14.89,19.15,19.15,17.02,19.15,10.64,,,,,,,,,,,,
20.45,20.45,20.45,18.18,18.18,2.27,9.09,20.45,18.18,15.91,20.45,15.91,21.28,19.15,19.15,19.15,17.02,4.26,21.43,19.05,19.05,19.05,16.67,4.76,13.04,17.39,17.39,15.22,19.57,17.39,20.93,20.93,18.6,18.6,16.28,4.65,7.0,8.0,9.0,8.0,9.0,
20.45,20.45,20.45,18.18,18.18,2.27,9.09,20.45,18.18,15.91,20.45,15.91,21.28,19.15,19.15,19.15,17.02,4.26,21.43,19.05,19.05,19.05,16.67,4.76,13.04,17.39,17.39,15.22,19.57,17.39,20.93,20.93,18.6,18.6,16.28,4.65,7.0,8.0,9.0,8.0,9.0,
20.45,20.45,20.45,18.18,18.18,2.27,9.09,20.45,18.18,15.91,20.45,15.91,21.28,19.15,19.15,19.15,17.02,4.26,21.43,19.05,19.05,19.05,16.67,4.76,13.04,17.39,17.39,15.22,19.57,17.39,20.93,20.93,18.6,18.6,16.28,4.65,7.0,8.0,9.0,8.0,9.0,
20.45,20.45,20.45,18.18,18.18,2.27,9.09,20.45,18.18,15.91,20.45,15.91,21.28,19.15,19.15,19.15,17.02,4.26,21.43,19.05,19.05,19.05,16.67,4.76,13.04,17.39,17.39,15.22,19.57,17.39,20.93,20.93,18.6,18.6,16.28,4.65,7.0,8.0,9.0,8.0,9.0,
20.45,20.45,20.45,18.18,18.18,2.27,9.09,20.45,18.18,15.91,20.45,15.91,21.28,19.15,19.15,19.15,17.02,4.26,21.43,19.05,19.05,19.05,16.67,4.76,13.04,17.39,17.39,15.22,19.57,17.39,20.93,20.93,18.6,18.6,16.28,4.65,7.0,8.0,9.0,8.0,9.0,
20.45,20.45,20.45,18.18,18.18,2.27,9.09,20.45,18.18,15.91,20.45,15.91,21.28,19.15,19.15,19.15,17.02,4.26,21.43,19.05,19.05,19.05,16.67,4.76,13.04,17.39,17.39,15.22,19.57,17.39,20.93,20.93,18.6,18.6,16.28,4.65,7.0,8.0,9.0,8.0,9.0,
